"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"184","294860.2853511817","92107.71431350906","uk.addressbase.uprn.10024672103","I","2011-09-16","2016-02-10","2010-12-15","10024672103.0","1","NULL","NULL","1","7655","E","N","EX2 5RW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-12-15)","(1:7655L101179935)","(1:1)","NULL","(1:14202564)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2003-03-30,2006-03-18)","(4:7655X134400461,7655X600395631,7655X700395631,7655X900395631)","(4:E05003505,osgb4000000025306308,osgb1000002070268537,...)","(3:5,2,15)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-12-15)","(1:7655C000395631)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"185","294864.38366670365","92266.61503885998","uk.addressbase.uprn.10024672104","I","2011-09-16","2016-02-10","2008-12-18","10024672104.0","1","NULL","NULL","1","7655","E","N","EX1 3ET","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101179936)","(1:1)","NULL","(1:14201066)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2003-03-30,2008-11-10,2016-02-07)","(4:7655X900395632,7655X700395632,7655X600395632,7655X134400462)","(4:osgb5000000000056885,osgb1000012364433,osgb4000000025336582,E05003508)","(3:11,3,7)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000395632)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 20M FROM 1 HONITON ROAD. 19M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"186","293360.36575726426","91843.70717332637","uk.addressbase.uprn.10024672137","I","2011-09-16","2016-02-10","2011-09-01","10024672137.0","1","NULL","NULL","1","7655","E","N","EX2 4UG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101179969)","(1:1)","NULL","(1:14200938)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-11-09,2016-02-07,2006-03-18,2008-01-30)","(4:7655X600395665,7655X134400494,7655X900395665,7655X700395665)","(4:osgb4000000025295474,E05003504,osgb5000000000058156,...)","(3:8,17,2)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000395665)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"187","294378.2743368668","92885.12464282138","uk.addressbase.uprn.10024673143","I","2011-09-16","2016-02-10","2008-12-18","10024673143.0","1","NULL","NULL","1","7655","E","N","EX1 3AQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101181603)","(1:1)","NULL","(1:14202495)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-11-09,2006-03-18,2005-11-15)","(4:7655X134405456,7655X600379660,7655X900379660,7655X700379660)","(4:E05003508,osgb4000000025321352,osgb5000000000054354,osgb1000042904936)","(3:5,9,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000379660)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"188","294000.6719683946","92520.4177510456","uk.addressbase.uprn.10024673144","I","2011-09-16","2016-02-10","2008-12-18","10024673144.0","1","NULL","NULL","1","7655","E","N","EX1 2TS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101181604)","(1:1)","NULL","(1:14202109)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2008-11-07,2005-11-15,2016-02-07)","(4:7655X900379661,7655X600379661,7655X700379661,7655X134405457)","(4:osgb5000000000054355,osgb4000000025321212,osgb1000042897083,E05003495)","(3:9,6,6)","(4:7666MA,7666MI,7666MT,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000379661)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"189","294047.0675329076","93835.63530673296","uk.addressbase.uprn.10024673146","I","2011-09-16","2016-02-10","2010-11-02","10024673146.0","1","NULL","NULL","1","7655","E","N","EX4 7BY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-11-02)","(1:7655L101181606)","(1:1)","NULL","(1:14201894)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2003-03-30,2016-02-07,2012-10-11)","(4:7655X900379663,7655X700379663,7655X134405459,7655X600379663)","(4:osgb5000000000054363,osgb1000002062580296,E05003500,...)","(3:12,2,1)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-11-02)","(1:7655C000379663)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"190","294239.7743170453","93488.2370177122","uk.addressbase.uprn.10024673148","I","2011-09-16","2016-02-10","2008-09-01","10024673148.0","1","NULL","NULL","1","7655","E","N","EX4 8AB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-09-01)","(1:7655L101181608)","(1:1)","NULL","(1:14200409)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2006-03-09,2016-02-07,2005-09-16)","(4:7655X900379665,7655X700379665,7655X134405461,7655X600379665)","(4:osgb5000000000054368,osgb1000012368826,E05003508,osgb4000000025321398)","(3:8,4,3)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-09-01)","(1:7655C000379665)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 211 PINHOE ROAD.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"191","294782.9797762297","94362.75340208344","uk.addressbase.uprn.10024673151","I","2011-09-16","2016-02-10","2009-02-12","10024673151.0","1","NULL","NULL","1","7655","E","N","EX4 8RD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101181611)","(1:1)","NULL","(1:14200026)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2001-11-11,2005-09-17,2006-03-18)","(4:7655X134405464,7655X700379668,7655X600379668,7655X900379668)","(4:E05003499,osgb1000012370618,osgb4000000025346486,osgb5000000000054375)","(3:2,4,10)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000379668)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 4M FROM 98 ARENA PARK. 9M FROM ARENA PARK)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"192","293166.65702150064","91960.500054906","uk.addressbase.uprn.10024674206","I","2011-09-16","2016-02-10","2008-12-18","10024674206.0","1","NULL","NULL","1","7655","E","N","EX2 4NU","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101183192)","(1:1)","NULL","(1:14200881)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-11-24,2016-02-07,2015-11-24,2006-03-18)","(4:7655X700395844,7655X134411156,7655X600395844,7655X900395844)","(4:osgb1000002062385822,E05003504,osgb5000005167746064,...)","(3:5,1,11)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000395844)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"193","293302.8631375483","91556.90330744567","uk.addressbase.uprn.10024674207","I","2011-09-16","2016-02-10","2010-04-25","10024674207.0","1","NULL","NULL","1","7655","E","N","EX2 4ST","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101183193)","(1:1)","NULL","(1:14202981)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2005-09-16,2016-02-07,2008-01-30)","(4:7655X900395845,7655X600395845,7655X134411157,7655X700395845)","(4:osgb5000000000053778,osgb4000000025321137,E05003504,...)","(3:11,4,2)","(4:7666MA,7666MI,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000395845)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 12M FROM 106 GRAS LAWN. 30M FROM GRAS LAWN)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"194","293581.3699088424","91351.29671890984","uk.addressbase.uprn.10024674209","I","2011-09-16","2016-02-10","2008-03-06","10024674209.0","1","NULL","NULL","1","7655","E","N","EX2 6BU","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-03-06)","(1:7655L101183195)","(1:1)","NULL","(1:14202657)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2015-12-03,2016-02-07,2006-11-16)","(4:7655X900395847,7655X700395847,7655X134411159,7655X600395847)","(4:osgb5000000000053781,osgb1000012339376,E05003501,osgb4000000025431322)","(3:13,5,1)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-03-06)","(1:7655C000395847)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"195","293584.06570252375","92792.91549875893","uk.addressbase.uprn.10024674212","I","2011-09-16","2016-02-10","2009-02-12","10024674212.0","1","NULL","NULL","1","7655","E","N","EX1 2PN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101183198)","(1:1)","NULL","(1:14200750)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-12-21,2016-02-07,2003-03-30,2006-03-18)","(4:7655X600395850,7655X134411161,7655X700395850,7655X900395850)","(4:osgb4000000025336295,E05003500,osgb1000012341319,osgb5000000000053787)","(3:4,3,9)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000395850)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 5M FROM 7 SECOND AVENUE. 7M FROM SECOND AVENUE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"196","293796.66377092537","92876.41892741196","uk.addressbase.uprn.10024674213","I","2011-09-16","2016-02-10","2010-04-25","10024674213.0","1","NULL","NULL","1","7655","E","N","EX1 2TL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101183199)","(1:1)","NULL","(1:14202683)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2008-02-26,2010-02-18,2016-02-07,2006-03-18)","(4:7655X700395851,7655X600395851,7655X134411162,7655X900395851)","(4:osgb1000042897082,osgb4000000025384372,E05003495,osgb5000000000053788)","(3:4,8,15)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000395851)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT I S C A BIOCHEMICALS LTD, 26 HANOVER ROAD.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"197","293835.5655869732","92517.41151319796","uk.addressbase.uprn.10024674214","I","2011-09-16","2016-02-10","2008-04-21","10024674214.0","1","NULL","NULL","1","7655","E","N","EX1 2RG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101183200)","(1:1)","NULL","(1:14202271)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2003-03-30,2016-02-07,2008-02-28,2006-03-18)","(4:7655X700395852,7655X134411163,7655X600395852,7655X900395852)","(4:osgb1000002062404929,E05003495,osgb4000000025336155,...)","(3:3,4,8)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000395852)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 12M FROM 3 NORTH STREET. 5M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"198","293079.3547395337","92576.41423193671","uk.addressbase.uprn.10024674215","I","2011-09-16","2016-02-10","2010-09-16","10024674215.0","1","NULL","NULL","1","7655","E","N","EX2 4TH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-16)","(1:7655L101183201)","(1:1)","NULL","(1:14201719)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2015-11-24,2008-11-10)","(4:7655X900395853,7655X134411164,7655X700395853,7655X600395853)","(4:osgb5000000000053791,E05003497,osgb5000005167743065,...)","(3:15,1,2)","(4:7666MA,7666OW,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-16)","(1:7655C000395853)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"199","293069.6532766385","92887.92028656334","uk.addressbase.uprn.10024674216","I","2011-09-16","2016-02-10","2008-12-18","10024674216.0","1","NULL","NULL","1","7655","E","N","EX1 2EQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101183202)","(1:1)","NULL","(1:14200181)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-11-07,2006-03-18,2003-03-30)","(4:7655X134411165,7655X600395854,7655X900395854,7655X700395854)","(4:E05003497,osgb4000000025321269,osgb5000000000053792,osgb1000042897025)","(3:5,9,3)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000395854)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"200","293379.1577619406","92653.12025435216","uk.addressbase.uprn.10024674217","I","2011-09-16","2016-02-10","2008-12-18","10024674217.0","1","NULL","NULL","1","7655","E","N","EX1 2NL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101183203)","(1:1)","NULL","(1:14200657)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2003-03-30,2016-02-07,2005-09-18,2006-03-18)","(4:7655X700395855,7655X134411166,7655X600395855,7655X900395855)","(4:osgb1000002062412344,E05003497,osgb4000000025336283,...)","(3:2,4,12)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000395855)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 2M FROM 86 POLSLOE ROAD. 11M FROM POLSLOE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"201","293704.9609614927","93545.03905612798","uk.addressbase.uprn.10024674336","I","2011-09-16","2016-02-10","2010-11-02","10024674336.0","1","NULL","NULL","1","7655","E","N","EX4 7BS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-11-02)","(1:7655L101183320)","(1:1)","NULL","(1:14202735)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2005-12-11,2016-02-07,2010-09-10,2006-03-18)","(4:7655X700397862,7655X134411281,7655X600397862,7655X900397862)","(4:osgb1000002070666082,E05003500,osgb4000000025439613,...)","(3:1,4,17)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-11-02)","(1:7655C000397862)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"202","292536.2480856441","93122.73050427096","uk.addressbase.uprn.10024674339","I","2011-09-16","2016-02-10","2008-12-18","10024674339.0","1","NULL","NULL","1","7655","E","N","EX4 6PN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101183323)","(1:1)","NULL","(1:14200004)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2006-03-15,2008-11-07)","(4:7655X900397865,7655X134411284,7655X700397865,7655X600397865)","(4:osgb5000000000058249,E05003503,osgb1000002070651770,...)","(3:12,3,5)","(4:7666MA,7666OW,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000397865)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"203","290298.31924179435","91982.01532354503","uk.addressbase.uprn.10024937667","I","2011-09-16","2016-02-10","2009-02-12","10024937667.0","1","NULL","NULL","1","7655","E","N","EX4 1NG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101408995)","(1:1)","NULL","(1:14202758)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-12-21,2016-02-07,2006-03-18,2003-03-30)","(4:7655X600611186,7655X135428767,7655X900611186,7655X700611186)","(4:osgb4000000025320839,E05003492,osgb5000000000738336,...)","(3:5,10,2)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000611186)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"204","290481.92123102944","91735.40592787132","uk.addressbase.uprn.10024937669","I","2011-09-16","2016-02-10","2009-02-12","10024937669.0","1","NULL","NULL","1","7655","E","N","EX4 1PF","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101408997)","(1:1)","NULL","(1:14200090)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-09,2008-02-28)","(4:7655X135428769,7655X900611188,7655X600611188,7655X700611188)","(4:E05003492,osgb5000000000738338,osgb4000000025305928,...)","(3:11,7,3)","(4:7666OW,7666MA,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000611188)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 3M FROM 33 BOWHAY LANE. 12M FROM BOWHAY LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
