"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"205","290540.1222595575","91384.00510726616","uk.addressbase.uprn.10024937670","I","2011-09-16","2016-02-10","2007-11-22","10024937670.0","1","NULL","NULL","1","7655","E","N","EX2 9NU","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101408998)","(1:1)","NULL","(1:14200101)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2006-03-18,2005-09-16,2005-11-25,2016-02-07)","(4:7655X900611189,7655X600611189,7655X700611189,7655X135428770)","(4:osgb5000000000738339,osgb4000000025305933,osgb1000012251872,E05003492)","(3:8,3,4)","(4:7666MA,7666MI,7666MT,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000611189)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 1M FROM 107 BROADWAY. 11M FROM BROADWAY)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"206","294679.0728611189","94461.95226890343","uk.addressbase.uprn.10024937740","I","2011-09-16","2016-02-10","2008-04-21","10024937740.0","1","NULL","NULL","1","7655","E","N","EX4 8NQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101409068)","(1:1)","NULL","(1:14200652)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2005-09-16,2008-03-05)","(4:7655X135428837,7655X900611259,7655X600611259,7655X700611259)","(4:E05003499,osgb5000000000741001,osgb4000000025306412,...)","(3:9,4,3)","(4:7666OW,7666MA,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000611259)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"207","291524.2340318865","94186.06876688154","uk.addressbase.uprn.10024939062","I","2011-09-16","2016-02-10","2011-07-29","10024939062.0","1","NULL","NULL","1","7655","E","N","EX4 4QW","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101410364)","(1:1)","NULL","(1:14201650)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-01-20,2015-08-12,2016-02-07,2006-03-18)","(4:7655X700601215,7655X600601215,7655X135434435,7655X900601215)","(4:osgb1000002070616202,osgb5000005159195730,E05003493,...)","(3:1,1,19)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000601215)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"208","292315.7515569589","90758.68601707905","uk.addressbase.uprn.10024942050","I","2011-09-16","2016-02-10","2011-09-01","10024942050.0","1","NULL","NULL","1","7655","E","N","EX2 8NY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101413260)","(1:1)","NULL","(1:14202258)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-11-07,2006-03-18,2005-11-15)","(4:7655X135447437,7655X600615449,7655X900615449,7655X700615449)","(4:E05003491,osgb4000000025320457,osgb5000000000739798,...)","(3:8,13,3)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000615449)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT PLUS IMAGE LTD, 21 MARSH GREEN ROAD NORTH.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"209","293877.87579713087","90765.28893279511","uk.addressbase.uprn.10024942053","I","2011-09-16","2016-02-10","2010-04-25","10024942053.0","1","NULL","NULL","1","7655","E","N","EX2 6DP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101413263)","(1:1)","NULL","(1:14202039)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-12-03,2008-02-29,2016-02-07,2006-03-18)","(4:7655X600615452,7655X700615452,7655X135447440,7655X900615452)","(4:osgb5000005168462543,osgb1000002062378803,E05003501,...)","(3:1,4,16)","(4:7666MI,7666MT,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000615452)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"210","293933.87189278996","91853.70097054596","uk.addressbase.uprn.10024942054","I","2011-09-16","2016-02-10","2011-09-01","10024942054.0","1","NULL","NULL","1","7655","E","N","EX2 5DS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101413264)","(1:1)","NULL","(1:14201583)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-07-23,2015-07-23,2006-03-18)","(4:7655X135447441,7655X600615453,7655X700615453,7655X900615453)","(4:E05003501,osgb4000000025306083,osgb5000005157835647,...)","(3:6,1,17)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000615453)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211","293201.9657662979","91246.59263326769","uk.addressbase.uprn.10024942057","I","2011-09-16","2016-02-10","2011-07-29","10024942057.0","1","NULL","NULL","1","7655","E","N","EX2 4SN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655L101413267)","(1:1)","NULL","(1:14200737)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2008-01-30,2006-03-18,2016-02-07,2005-09-16)","(4:7655X700615456,7655X900615456,7655X135447444,7655X600615456)","(4:osgb1000012339997,osgb5000000000740417,E05003501,osgb4000000025384255)","(3:5,11,4)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000615456)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"212","293721.86771842936","92685.41844546137","uk.addressbase.uprn.10024942058","I","2011-09-16","2016-02-10","2007-11-22","10024942058.0","1","NULL","NULL","1","7655","E","N","EX1 2RB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101413268)","(1:1)","NULL","(1:14200342)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2004-12-07,2006-01-26)","(4:7655X135447445,7655X900615457,7655X700615457,7655X600615457)","(4:E05003495,osgb5000000000740419,osgb1000002062406122,...)","(3:7,3,1)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000615457)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT IVYBANK GOLDSMITH STREET.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"213","293669.2640192599","92196.20985747589","uk.addressbase.uprn.10024942060","I","2011-09-16","2016-02-10","2010-01-16","10024942060.0","1","NULL","NULL","1","7655","E","N","EX2 5DY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-01-16)","(1:7655L101413270)","(1:1)","NULL","(1:14200162)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2005-09-18,2015-07-23,2006-03-18,2016-02-07)","(4:7655X600615459,7655X700615459,7655X900615459,7655X135447446)","(4:osgb4000000025306087,osgb1000002062419295,osgb5000000000740426,...)","(3:4,4,10)","(4:7666MI,7666MT,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-01-16)","(1:7655C000615459)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 1M FROM 7 CHURCH LANE. 13M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"214","293775.76074234373","93536.13254868149","uk.addressbase.uprn.10024942064","I","2011-09-16","2016-02-10","2011-07-29","10024942064.0","1","NULL","NULL","1","7655","E","N","EX4 7BS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655L101413274)","(1:1)","NULL","(1:14201899)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-09-22,2006-10-11,2016-02-07,2006-03-18)","(4:7655X700615463,7655X600615463,7655X135447450,7655X900615463)","(4:osgb1000002062428530,osgb4000000025336342,E05003500,...)","(3:6,7,11)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000615463)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"215","293481.95683637157","93787.0424461306","uk.addressbase.uprn.10024942065","I","2011-09-16","2016-02-10","2010-09-29","10024942065.0","1","NULL","NULL","1","7655","E","N","EX4 7AE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2014-09-12)","(1:7655L101413275)","(1:1)","NULL","(1:14201749)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2006-02-17,2010-08-01)","(4:7655X900615464,7655X135447451,7655X700615464,7655X600615464)","(4:osgb5000000000740433,E05003500,osgb1000002062437217,...)","(3:19,4,6)","(4:7666MA,7666OW,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000615464)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"216","292798.7555066562","91659.79601453175","uk.addressbase.uprn.10024942189","I","2011-09-16","2016-02-10","2010-04-25","10024942189.0","1","NULL","NULL","1","7655","E","N","EX2 4PS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101413399)","(1:1)","NULL","(1:14200855)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-15,2008-03-02,2016-02-07,2006-03-18)","(4:7655X600617478,7655X700617478,7655X135448248,7655X900617478)","(4:osgb4000000025321057,osgb1000002070240405,E05003504,...)","(3:3,5,16)","(4:7666MI,7666MT,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000617478)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"217","294111.67461969046","91820.80103520447","uk.addressbase.uprn.10024942191","I","2011-09-16","2016-02-10","2008-04-21","10024942191.0","1","NULL","NULL","1","7655","E","N","EX2 5DG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101413401)","(1:1)","NULL","(1:14200247)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-07-23,2008-03-05,2016-02-07,2006-03-18)","(4:7655X600617480,7655X700617480,7655X135448250,7655X900617480)","(4:osgb4000000025336124,osgb1000002070249866,E05003501,...)","(3:4,5,9)","(4:7666MI,7666MT,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000617480)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"218","294146.8777485489","91621.50165269035","uk.addressbase.uprn.10024942192","I","2011-09-16","2016-02-10","2007-11-22","10024942192.0","1","NULL","NULL","1","7655","E","N","EX2 6ND","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101413402)","(1:1)","NULL","(1:14200121)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2006-03-17,2016-02-07,2005-09-18)","(4:7655X900617481,7655X700617481,7655X135448251,7655X600617481)","(4:osgb5000000000744088,osgb1000012360238,E05003501,osgb4000000025321151)","(3:8,4,3)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000617481)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"219","294510.981356154","92214.11170013237","uk.addressbase.uprn.10024942200","I","2011-09-16","2016-02-10","2009-05-13","10024942200.0","1","NULL","NULL","1","7655","E","N","EX2 5HA","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-05-13)","(1:7655L101413410)","(1:1)","NULL","(1:14200792)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-23,2016-02-07,2003-03-30,2006-03-18)","(4:7655X600617489,7655X135448259,7655X700617489,7655X900617489)","(4:osgb5000005101641608,E05003495,osgb1000012363639,osgb5000000000744101)","(3:2,3,12)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-05-13)","(1:7655C000617489)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"220","292789.8483760773","93731.95289994465","uk.addressbase.uprn.10025459844","I","2013-10-21","2016-02-10","2013-10-17","10025459844.0","1","NULL","NULL","1","7655","E","N","EX4 6HR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2013-10-21)","(1:2016-02-10)","(1:2013-10-17)","(1:7655L102054743)","(1:1)","NULL","(1:14200224)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2013-10-11,2013-09-25,2016-02-07,2008-08-16)","(4:7655X903061976,7655X703061976,7655X106645436,7655X603061976)","(4:osgb5000000019865488,osgb5000005113679940,E05003503,...)","(3:1,1,1)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2013-10-21)","(1:2016-02-10)","(1:2013-10-17)","(1:7655C003061976)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"221","293566.173912377","90784.69371507727","uk.addressbase.uprn.10025466219","I","2014-03-14","2016-02-10","2014-02-20","10025466219.0","1","NULL","NULL","1","7655","E","N","EX2 6FQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2014-03-14)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L102074688)","(1:1)","NULL","(1:14202792)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2014-01-29,2014-02-15,2016-02-07,2014-01-29)","(4:7655X703070502,7655X903070502,7655X106671977,7655X603070502)","(4:osgb5000005119895181,osgb5000000020148057,E05003501,...)","(3:1,9,1)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2014-03-14)","(1:2016-02-10)","(1:2014-02-20)","(1:7655C003070502)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 15M FROM 2 OTTER WALK. ON UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"222","291616.03928527405","92998.83228902341","uk.addressbase.uprn.10025492768","I","2015-08-19","2016-02-10","2015-07-01","10025492768.0","1","NULL","NULL","1","7655","E","N","EX4 4JA","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655L102329747)","(1:1)","NULL","(1:14200708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-02-17,2015-03-04,2016-02-07,2009-11-26)","(4:7655X703580739,7655X903553519,7655X106711482,7655X603592468)","(4:osgb1000002062007277,osgb5000000021452287,E05003502,...)","(3:6,1,2)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003298570)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"223","290143.0199341763","93045.73795952555","uk.addressbase.uprn.10025497465","I","2015-08-19","2016-02-10","2015-07-01","10025497465.0","1","NULL","NULL","1","7655","E","N","EX4 2EG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655L102331976)","(1:1)","NULL","(1:14202692)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-04-16,2015-08-09,2015-03-04)","(4:7655X106733932,7655X903648369,7655X603649122,7655X703548266)","(4:E05003494,osgb5000000021533510,osgb4000000025320960,...)","(3:2,4,1)","(4:7666OW,7666MA,7666MI,7666MT)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003300671)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"224","293134.16326212423","90998.6905143346","uk.addressbase.uprn.10025497715","I","2015-08-19","2016-02-10","2015-07-01","10025497715.0","1","NULL","NULL","1","7655","E","N","EX2 6AS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L102333607)","(1:1)","NULL","(1:14203075)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-04-16,2015-02-19,2015-07-07,2016-02-07)","(4:7655X903641593,7655X703582959,7655X603590463,7655X106734915)","(4:osgb5000000021581511,osgb5000005142411819,osgb5000005142411936,...)","(3:4,1,2)","(4:7666MA,7666MT,7666MI,7666OW)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003302220)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"225","291290.73136442713","90961.5859360999","uk.addressbase.uprn.10025497794","I","2015-08-19","2016-02-10","2015-07-01","10025497794.0","1","NULL","NULL","1","7655","E","N","EX2 9DY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655L102334026)","(1:1)","NULL","(1:14200369)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-03-05,2015-07-16,2015-04-16,2016-02-07)","(4:7655X703660030,7655X603613423,7655X903588615,7655X106735630)","(4:osgb5000005143769442,osgb5000005157234750,osgb5000000021596585,...)","(3:1,1,2)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003302625)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"226","291269.93059282843","93512.85325791538","uk.addressbase.uprn.10025538496","I","2015-08-19","2016-02-10","2015-07-01","10025538496.0","1","NULL","NULL","1","7655","E","N","EX4 4AY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2015-08-19)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L102287532)","(1:1)","NULL","(1:14200831)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-03-05,2016-02-07,2006-03-18,2015-08-12)","(4:7655X703629262,7655X106771284,7655X903614822,7655X603590315)","(4:osgb1000012293588,E05003502,osgb5000000000053875,osgb4000000025433432)","(3:6,15,2)","(4:7666MT,7666OW,7666MA,7666MI)","(1:2015-08-19)","(1:2016-02-10)","(1:2015-07-01)","(1:7655C003260112)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 4M FROM 1 TADDIFORDE ROAD. ON UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
